id,age,race,sex,label,pred
6622,46, White, Male,less than or equal to 50K,less than or equal to 50K
42447,38, White, Male,less than or equal to 50K,less than or equal to 50K
33985,44, White, Female,less than or equal to 50K,less than or equal to 50K
25050,21, White, Male,less than or equal to 50K,less than or equal to 50K
47330,48, Black, Male,less than or equal to 50K,less than or equal to 50K
38197,72, White, Male,greater than 50K,less than or equal to 50K
37969,27, White, Male,less than or equal to 50K,less than or equal to 50K
24045,36, White, Male,less than or equal to 50K,less than or equal to 50K
7458,21, White, Female,less than or equal to 50K,less than or equal to 50K
29497,51, White, Male,less than or equal to 50K,less than or equal to 50K
3861,51, Black, Male,less than or equal to 50K,less than or equal to 50K
39955,27, White, Male,less than or equal to 50K,less than or equal to 50K
13297,39, White, Male,less than or equal to 50K,less than or equal to 50K
2843,41, White, Male,greater than 50K,less than or equal to 50K
17767,19, White, Female,less than or equal to 50K,less than or equal to 50K
16583,21, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
24795,29, Black, Female,less than or equal to 50K,less than or equal to 50K
30397,61, White, Male,greater than 50K,less than or equal to 50K
2702,56, White, Male,less than or equal to 50K,greater than 50K
2585,51, White, Female,less than or equal to 50K,less than or equal to 50K
13616,37, White, Male,greater than 50K,greater than 50K
41494,40, White, Female,less than or equal to 50K,less than or equal to 50K
29973,20, White, Female,less than or equal to 50K,less than or equal to 50K
18792,39, White, Male,less than or equal to 50K,less than or equal to 50K
17183,51, White, Male,less than or equal to 50K,less than or equal to 50K
26046,36, White, Female,less than or equal to 50K,less than or equal to 50K
18312,37, White, Male,less than or equal to 50K,less than or equal to 50K
45569,20, White, Female,less than or equal to 50K,less than or equal to 50K
11602,36, Black, Male,less than or equal to 50K,less than or equal to 50K
45598,60, White, Male,greater than 50K,less than or equal to 50K
13638,39, White, Male,less than or equal to 50K,less than or equal to 50K
32556,27, White, Female,less than or equal to 50K,less than or equal to 50K
24025,40, White, Male,greater than 50K,greater than 50K
45552,39, White, Female,less than or equal to 50K,less than or equal to 50K
10789,34, White, Male,less than or equal to 50K,less than or equal to 50K
30884,57, White, Female,greater than 50K,less than or equal to 50K
24424,29, White, Male,greater than 50K,less than or equal to 50K
28399,40, White, Female,less than or equal to 50K,less than or equal to 50K
28186,35, White, Male,less than or equal to 50K,less than or equal to 50K
38940,28, White, Male,less than or equal to 50K,less than or equal to 50K
29265,36, White, Male,greater than 50K,less than or equal to 50K
44512,32, White, Male,less than or equal to 50K,less than or equal to 50K
4733,29, White, Male,less than or equal to 50K,less than or equal to 50K
9614,28, White, Male,less than or equal to 50K,less than or equal to 50K
42030,47, Black, Male,less than or equal to 50K,greater than 50K
7867,29, White, Male,greater than 50K,less than or equal to 50K
7201,28, White, Male,less than or equal to 50K,less than or equal to 50K
22185,17, White, Female,less than or equal to 50K,less than or equal to 50K
37237,56, White, Male,less than or equal to 50K,less than or equal to 50K
29971,64, White, Male,greater than 50K,greater than 50K
27497,76, White, Male,less than or equal to 50K,less than or equal to 50K
43962,18, White, Male,less than or equal to 50K,less than or equal to 50K
34814,48, White, Male,less than or equal to 50K,less than or equal to 50K
46421,40, White, Male,less than or equal to 50K,less than or equal to 50K
9548,47, Black, Female,less than or equal to 50K,less than or equal to 50K
42855,40, White, Male,less than or equal to 50K,less than or equal to 50K
12948,34, White, Male,greater than 50K,greater than 50K
5277,23, White, Male,less than or equal to 50K,less than or equal to 50K
8157,59, White, Male,greater than 50K,less than or equal to 50K
18101,43, White, Male,greater than 50K,less than or equal to 50K
25232,23, White, Male,less than or equal to 50K,less than or equal to 50K
10894,71, White, Female,less than or equal to 50K,less than or equal to 50K
15925,21, White, Male,less than or equal to 50K,less than or equal to 50K
12859,38, White, Male,less than or equal to 50K,less than or equal to 50K
17072,28, White, Female,less than or equal to 50K,less than or equal to 50K
42907,33, White, Female,greater than 50K,less than or equal to 50K
8408,28, White, Female,less than or equal to 50K,less than or equal to 50K
32179,58, White, Male,greater than 50K,greater than 50K
21352,28, White, Male,less than or equal to 50K,greater than 50K
22221,33, Black, Female,less than or equal to 50K,less than or equal to 50K
47382,18, White, Male,less than or equal to 50K,less than or equal to 50K
28011,28, White, Male,less than or equal to 50K,less than or equal to 50K
9713,24, White, Male,greater than 50K,less than or equal to 50K
11513,47, White, Male,greater than 50K,greater than 50K
19376,34, White, Female,less than or equal to 50K,less than or equal to 50K
41849,30, White, Male,less than or equal to 50K,less than or equal to 50K
2885,65, White, Female,less than or equal to 50K,less than or equal to 50K
21906,23, White, Male,less than or equal to 50K,less than or equal to 50K
3435,50, White, Male,greater than 50K,less than or equal to 50K
16893,54, White, Male,less than or equal to 50K,less than or equal to 50K
7393,48, White, Male,greater than 50K,greater than 50K
34831,28, White, Male,greater than 50K,less than or equal to 50K
15815,23, Black, Male,less than or equal to 50K,less than or equal to 50K
34223,18, White, Female,less than or equal to 50K,less than or equal to 50K
17945,58, Black, Male,greater than 50K,less than or equal to 50K
39241,34, White, Male,less than or equal to 50K,less than or equal to 50K
3141,27, White, Male,less than or equal to 50K,less than or equal to 50K
740,19, White, Female,less than or equal to 50K,less than or equal to 50K
29193,41, White, Male,less than or equal to 50K,less than or equal to 50K
30747,64, White, Female,less than or equal to 50K,less than or equal to 50K
22146,30, White, Male,greater than 50K,less than or equal to 50K
10211,44, White, Male,greater than 50K,less than or equal to 50K
10485,18, Black, Male,less than or equal to 50K,less than or equal to 50K
37737,38, White, Male,less than or equal to 50K,greater than 50K
28389,31, White, Male,greater than 50K,less than or equal to 50K
5293,35, White, Male,less than or equal to 50K,less than or equal to 50K
47164,17, White, Female,less than or equal to 50K,less than or equal to 50K
32015,46, White, Male,less than or equal to 50K,less than or equal to 50K
21182,24, Other, Male,less than or equal to 50K,less than or equal to 50K
39832,42, White, Male,less than or equal to 50K,less than or equal to 50K
32453,46, White, Male,greater than 50K,less than or equal to 50K
31641,26, Other, Female,less than or equal to 50K,less than or equal to 50K
37498,54, White, Male,greater than 50K,greater than 50K
13564,21, White, Male,less than or equal to 50K,less than or equal to 50K
47323,37, White, Male,less than or equal to 50K,less than or equal to 50K
45605,53, White, Male,less than or equal to 50K,less than or equal to 50K
27605,56, White, Male,greater than 50K,greater than 50K
33771,45, White, Male,less than or equal to 50K,less than or equal to 50K
13631,50, White, Male,greater than 50K,greater than 50K
33740,32, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
30698,22, White, Male,less than or equal to 50K,less than or equal to 50K
46958,35, Black, Male,greater than 50K,greater than 50K
42648,38, White, Male,less than or equal to 50K,less than or equal to 50K
16147,41, White, Female,less than or equal to 50K,less than or equal to 50K
31279,20, White, Female,less than or equal to 50K,less than or equal to 50K
42564,31, White, Female,less than or equal to 50K,less than or equal to 50K
29813,34, White, Male,less than or equal to 50K,greater than 50K
11449,31, White, Female,less than or equal to 50K,less than or equal to 50K
43546,31, White, Male,less than or equal to 50K,less than or equal to 50K
637,33, White, Male,greater than 50K,greater than 50K
40209,19, White, Male,less than or equal to 50K,less than or equal to 50K
8352,17, White, Female,less than or equal to 50K,less than or equal to 50K
15951,31, White, Female,less than or equal to 50K,less than or equal to 50K
45662,39, White, Male,greater than 50K,greater than 50K
10136,36, White, Male,greater than 50K,greater than 50K
31215,49, Black, Female,less than or equal to 50K,less than or equal to 50K
3544,39, White, Female,less than or equal to 50K,less than or equal to 50K
40936,51, Other, Male,less than or equal to 50K,less than or equal to 50K
40114,17, White, Female,less than or equal to 50K,less than or equal to 50K
44291,19, White, Male,less than or equal to 50K,less than or equal to 50K
21783,30, White, Female,less than or equal to 50K,less than or equal to 50K
10686,23, White, Male,less than or equal to 50K,less than or equal to 50K
5700,49, White, Male,less than or equal to 50K,less than or equal to 50K
16454,62, White, Male,less than or equal to 50K,less than or equal to 50K
33228,41, White, Female,less than or equal to 50K,less than or equal to 50K
30762,38, White, Male,less than or equal to 50K,less than or equal to 50K
25490,20, White, Female,less than or equal to 50K,less than or equal to 50K
36595,47, White, Male,greater than 50K,less than or equal to 50K
37241,26, White, Female,less than or equal to 50K,less than or equal to 50K
11218,29, White, Male,less than or equal to 50K,less than or equal to 50K
35739,45, White, Female,greater than 50K,less than or equal to 50K
7492,53, White, Male,greater than 50K,less than or equal to 50K
3713,41, White, Male,less than or equal to 50K,less than or equal to 50K
19853,33, White, Male,less than or equal to 50K,less than or equal to 50K
21107,33, White, Male,less than or equal to 50K,less than or equal to 50K
41804,37, Black, Male,less than or equal to 50K,less than or equal to 50K
12739,58, White, Male,greater than 50K,less than or equal to 50K
17638,50, White, Male,greater than 50K,greater than 50K
30944,33, White, Male,less than or equal to 50K,less than or equal to 50K
27731,47, White, Female,less than or equal to 50K,less than or equal to 50K
31402,44, Black, Female,less than or equal to 50K,less than or equal to 50K
45428,18, White, Female,less than or equal to 50K,less than or equal to 50K
28809,23, White, Male,less than or equal to 50K,less than or equal to 50K
22181,27, White, Female,greater than 50K,less than or equal to 50K
39341,33, White, Male,less than or equal to 50K,less than or equal to 50K
25250,36, White, Male,greater than 50K,greater than 50K
1401,55, White, Male,less than or equal to 50K,less than or equal to 50K
16997,20, Black, Male,less than or equal to 50K,less than or equal to 50K
28963,55, White, Male,greater than 50K,less than or equal to 50K
48178,54, White, Male,less than or equal to 50K,less than or equal to 50K
24173,27, White, Male,less than or equal to 50K,less than or equal to 50K
42947,43, White, Male,greater than 50K,less than or equal to 50K
26055,45, Black, Male,less than or equal to 50K,less than or equal to 50K
1720,31, White, Female,less than or equal to 50K,less than or equal to 50K
27142,34, White, Male,greater than 50K,greater than 50K
28243,34, White, Male,greater than 50K,greater than 50K
27670,61, Asian-Pac-Islander, Male,greater than 50K,greater than 50K
25922,32, White, Male,less than or equal to 50K,less than or equal to 50K
13897,24, White, Female,less than or equal to 50K,less than or equal to 50K
24165,19, White, Female,less than or equal to 50K,less than or equal to 50K
21532,25, White, Female,less than or equal to 50K,less than or equal to 50K
24155,70, White, Male,less than or equal to 50K,less than or equal to 50K
34522,26, White, Male,less than or equal to 50K,less than or equal to 50K
41030,27, White, Female,less than or equal to 50K,less than or equal to 50K
23775,31, Black, Male,less than or equal to 50K,less than or equal to 50K
30048,55, White, Male,less than or equal to 50K,less than or equal to 50K
23835,64, White, Male,greater than 50K,less than or equal to 50K
12158,41, White, Male,less than or equal to 50K,less than or equal to 50K
39629,26, White, Female,less than or equal to 50K,less than or equal to 50K
35513,26, White, Female,less than or equal to 50K,less than or equal to 50K
46373,31, White, Female,less than or equal to 50K,less than or equal to 50K
41131,22, White, Male,less than or equal to 50K,less than or equal to 50K
26326,24, White, Male,less than or equal to 50K,less than or equal to 50K
10631,20, White, Male,less than or equal to 50K,less than or equal to 50K
14571,66, White, Male,less than or equal to 50K,less than or equal to 50K
9832,46, White, Male,less than or equal to 50K,less than or equal to 50K
9253,45, White, Female,less than or equal to 50K,less than or equal to 50K
23351,24, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
14057,24, White, Female,greater than 50K,less than or equal to 50K
5702,39, White, Male,greater than 50K,less than or equal to 50K
4143,31, White, Male,greater than 50K,less than or equal to 50K
2417,24, White, Female,less than or equal to 50K,less than or equal to 50K
5682,55, White, Male,greater than 50K,greater than 50K
11541,63, White, Male,greater than 50K,less than or equal to 50K
12506,40, White, Female,greater than 50K,less than or equal to 50K
762,34, White, Male,less than or equal to 50K,less than or equal to 50K
24880,58, White, Female,less than or equal to 50K,less than or equal to 50K
1368,52, Asian-Pac-Islander, Male,greater than 50K,greater than 50K
20088,48, White, Male,greater than 50K,less than or equal to 50K
2241,54, White, Male,less than or equal to 50K,less than or equal to 50K
29547,40, Asian-Pac-Islander, Male,greater than 50K,greater than 50K
17322,47, White, Male,less than or equal to 50K,greater than 50K
46802,38, White, Male,less than or equal to 50K,less than or equal to 50K
8818,32, White, Male,less than or equal to 50K,less than or equal to 50K
15179,61, White, Male,less than or equal to 50K,greater than 50K
3115,35, White, Male,less than or equal to 50K,greater than 50K
22482,40, White, Female,less than or equal to 50K,less than or equal to 50K
1619,38, White, Male,less than or equal to 50K,less than or equal to 50K
45161,46, White, Male,greater than 50K,greater than 50K
40603,61, White, Female,less than or equal to 50K,less than or equal to 50K
17821,57, White, Male,less than or equal to 50K,greater than 50K
44384,35, White, Male,greater than 50K,less than or equal to 50K
25574,21, White, Male,less than or equal to 50K,less than or equal to 50K
17741,44, White, Male,greater than 50K,greater than 50K
17487,28, White, Male,less than or equal to 50K,less than or equal to 50K
131,24, White, Female,less than or equal to 50K,less than or equal to 50K
47261,24, White, Male,less than or equal to 50K,less than or equal to 50K
42983,48, White, Male,less than or equal to 50K,less than or equal to 50K
10411,67, White, Male,less than or equal to 50K,less than or equal to 50K
40293,59, White, Male,less than or equal to 50K,less than or equal to 50K
12479,56, Black, Male,greater than 50K,less than or equal to 50K
6504,23, Amer-Indian-Eskimo, Male,less than or equal to 50K,less than or equal to 50K
33280,35, White, Male,greater than 50K,greater than 50K
42108,31, White, Male,greater than 50K,less than or equal to 50K
4230,26, White, Male,less than or equal to 50K,greater than 50K
8171,29, White, Male,less than or equal to 50K,less than or equal to 50K
1969,45, Asian-Pac-Islander, Male,greater than 50K,less than or equal to 50K
3319,20, White, Male,less than or equal to 50K,less than or equal to 50K
39658,36, White, Male,less than or equal to 50K,less than or equal to 50K
21237,37, White, Female,less than or equal to 50K,less than or equal to 50K
3859,48, White, Female,less than or equal to 50K,less than or equal to 50K
18569,73, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
48195,20, Black, Female,less than or equal to 50K,less than or equal to 50K
5966,45, Black, Male,less than or equal to 50K,less than or equal to 50K
24303,25, White, Female,less than or equal to 50K,less than or equal to 50K
93,30, Asian-Pac-Islander, Female,less than or equal to 50K,less than or equal to 50K
41850,34, White, Female,less than or equal to 50K,less than or equal to 50K
20213,25, White, Male,less than or equal to 50K,less than or equal to 50K
178,18, White, Male,less than or equal to 50K,less than or equal to 50K
24395,83, White, Male,greater than 50K,less than or equal to 50K
32968,26, White, Male,less than or equal to 50K,less than or equal to 50K
36888,22, White, Female,less than or equal to 50K,less than or equal to 50K
7072,32, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
7541,30, White, Male,less than or equal to 50K,less than or equal to 50K
34688,28, White, Female,less than or equal to 50K,less than or equal to 50K
33962,28, White, Male,less than or equal to 50K,less than or equal to 50K
12065,61, White, Male,less than or equal to 50K,less than or equal to 50K
10570,21, White, Male,less than or equal to 50K,less than or equal to 50K
15171,57, White, Female,less than or equal to 50K,less than or equal to 50K
42029,39, White, Male,greater than 50K,less than or equal to 50K
6343,32, White, Male,less than or equal to 50K,less than or equal to 50K
23983,59, Black, Male,greater than 50K,greater than 50K
16090,44, Black, Female,less than or equal to 50K,less than or equal to 50K
20649,29, White, Male,greater than 50K,less than or equal to 50K
20465,39, Asian-Pac-Islander, Male,greater than 50K,greater than 50K
24069,22, White, Male,less than or equal to 50K,less than or equal to 50K
29438,30, White, Male,less than or equal to 50K,less than or equal to 50K
3067,41, White, Female,less than or equal to 50K,less than or equal to 50K
22188,39, Amer-Indian-Eskimo, Female,less than or equal to 50K,less than or equal to 50K
12758,47, White, Female,greater than 50K,greater than 50K
29779,42, White, Male,less than or equal to 50K,less than or equal to 50K
29362,58, White, Male,greater than 50K,less than or equal to 50K
29700,37, White, Male,less than or equal to 50K,less than or equal to 50K
5168,58, White, Male,less than or equal to 50K,less than or equal to 50K
12624,63, White, Male,greater than 50K,less than or equal to 50K
11463,45, White, Male,less than or equal to 50K,less than or equal to 50K
10370,38, White, Male,less than or equal to 50K,greater than 50K
35288,33, Black, Female,less than or equal to 50K,less than or equal to 50K
26557,42, White, Male,less than or equal to 50K,less than or equal to 50K
44413,39, White, Male,less than or equal to 50K,less than or equal to 50K
31078,18, White, Male,less than or equal to 50K,less than or equal to 50K
35865,55, White, Male,less than or equal to 50K,less than or equal to 50K
5484,49, White, Male,less than or equal to 50K,less than or equal to 50K
29889,22, White, Female,greater than 50K,less than or equal to 50K
2629,54, White, Male,less than or equal to 50K,less than or equal to 50K
33811,47, White, Female,less than or equal to 50K,less than or equal to 50K
2776,26, White, Male,less than or equal to 50K,less than or equal to 50K
1599,24, White, Male,less than or equal to 50K,less than or equal to 50K
8835,35, Black, Female,less than or equal to 50K,less than or equal to 50K
10291,59, Black, Male,greater than 50K,less than or equal to 50K
22721,17, Black, Male,less than or equal to 50K,less than or equal to 50K
20119,28, White, Male,less than or equal to 50K,greater than 50K
38683,50, White, Male,less than or equal to 50K,less than or equal to 50K
10055,39, White, Male,less than or equal to 50K,less than or equal to 50K
16614,49, White, Male,less than or equal to 50K,greater than 50K
32217,22, White, Female,less than or equal to 50K,less than or equal to 50K
13672,25, White, Female,less than or equal to 50K,less than or equal to 50K
36820,42, White, Female,less than or equal to 50K,less than or equal to 50K
47889,23, White, Female,less than or equal to 50K,less than or equal to 50K
40769,67, White, Male,less than or equal to 50K,less than or equal to 50K
20536,43, Black, Female,less than or equal to 50K,less than or equal to 50K
238,38, White, Male,greater than 50K,greater than 50K
3187,40, White, Female,less than or equal to 50K,less than or equal to 50K
21023,32, Black, Male,greater than 50K,less than or equal to 50K
48832,61, White, Male,less than or equal to 50K,less than or equal to 50K
38792,38, White, Male,greater than 50K,greater than 50K
5458,33, White, Male,greater than 50K,greater than 50K
16781,33, White, Male,less than or equal to 50K,less than or equal to 50K
22083,38, White, Male,less than or equal to 50K,less than or equal to 50K
25132,41, White, Female,less than or equal to 50K,less than or equal to 50K
28793,35, White, Male,less than or equal to 50K,less than or equal to 50K
10785,45, White, Male,less than or equal to 50K,less than or equal to 50K
7839,33, White, Male,less than or equal to 50K,less than or equal to 50K
34097,41, White, Male,greater than 50K,less than or equal to 50K
43907,45, White, Female,less than or equal to 50K,less than or equal to 50K
33937,33, White, Male,greater than 50K,less than or equal to 50K
32853,26, White, Male,less than or equal to 50K,less than or equal to 50K
33390,50, White, Male,greater than 50K,greater than 50K
28376,49, White, Female,less than or equal to 50K,less than or equal to 50K
36634,32, White, Female,less than or equal to 50K,less than or equal to 50K
39472,31, White, Female,less than or equal to 50K,less than or equal to 50K
26063,46, White, Female,less than or equal to 50K,less than or equal to 50K
26440,32, White, Male,greater than 50K,less than or equal to 50K
31748,43, White, Male,greater than 50K,less than or equal to 50K
32490,60, Black, Male,less than or equal to 50K,less than or equal to 50K
6704,51, White, Male,less than or equal to 50K,less than or equal to 50K
16024,57, White, Female,less than or equal to 50K,less than or equal to 50K
7105,46, White, Female,less than or equal to 50K,greater than 50K
31006,61, White, Male,greater than 50K,greater than 50K
7872,81, White, Female,less than or equal to 50K,less than or equal to 50K
28510,35, White, Male,greater than 50K,less than or equal to 50K
44835,31, White, Male,greater than 50K,less than or equal to 50K
22486,65, White, Male,greater than 50K,less than or equal to 50K
30363,69, White, Male,greater than 50K,greater than 50K
3811,38, White, Female,less than or equal to 50K,less than or equal to 50K
28299,24, White, Female,less than or equal to 50K,less than or equal to 50K
47760,48, Black, Male,less than or equal to 50K,less than or equal to 50K
27826,26, White, Female,less than or equal to 50K,less than or equal to 50K
4325,25, White, Male,less than or equal to 50K,less than or equal to 50K
14865,28, White, Male,less than or equal to 50K,less than or equal to 50K
21562,44, Black, Male,less than or equal to 50K,greater than 50K
30863,46, Black, Female,less than or equal to 50K,less than or equal to 50K
33147,36, White, Male,less than or equal to 50K,less than or equal to 50K
22458,39, White, Female,greater than 50K,less than or equal to 50K
30536,28, White, Male,greater than 50K,greater than 50K
4607,20, White, Female,less than or equal to 50K,less than or equal to 50K
21446,29, White, Female,less than or equal to 50K,less than or equal to 50K
212,35, Amer-Indian-Eskimo, Female,less than or equal to 50K,less than or equal to 50K
30460,32, White, Female,less than or equal to 50K,less than or equal to 50K
25069,47, White, Male,greater than 50K,greater than 50K
2771,41, White, Female,less than or equal to 50K,less than or equal to 50K
43946,30, White, Male,less than or equal to 50K,less than or equal to 50K
14616,18, White, Female,less than or equal to 50K,less than or equal to 50K
30270,24, White, Male,less than or equal to 50K,less than or equal to 50K
9755,38, White, Male,less than or equal to 50K,less than or equal to 50K
5322,19, White, Female,less than or equal to 50K,less than or equal to 50K
6760,41, White, Male,less than or equal to 50K,less than or equal to 50K
14892,29, White, Female,less than or equal to 50K,less than or equal to 50K
8065,26, Black, Male,less than or equal to 50K,less than or equal to 50K
39564,44, White, Male,less than or equal to 50K,less than or equal to 50K
28847,55, White, Female,less than or equal to 50K,less than or equal to 50K
27431,24, White, Female,less than or equal to 50K,less than or equal to 50K
25856,42, White, Male,less than or equal to 50K,less than or equal to 50K
31780,62, White, Male,less than or equal to 50K,less than or equal to 50K
48716,56, White, Male,greater than 50K,less than or equal to 50K
29144,56, White, Female,greater than 50K,greater than 50K
47870,27, White, Female,less than or equal to 50K,less than or equal to 50K
1349,62, White, Male,less than or equal to 50K,greater than 50K
35565,36, White, Male,less than or equal to 50K,less than or equal to 50K
44429,64, White, Male,greater than 50K,greater than 50K
4168,23, Asian-Pac-Islander, Female,less than or equal to 50K,less than or equal to 50K
41899,49, Other, Female,less than or equal to 50K,less than or equal to 50K
3070,27, White, Female,less than or equal to 50K,less than or equal to 50K
24272,31, White, Male,greater than 50K,greater than 50K
592,60, White, Male,greater than 50K,less than or equal to 50K
39691,37, White, Male,greater than 50K,less than or equal to 50K
25900,35, White, Male,less than or equal to 50K,less than or equal to 50K
4518,61, White, Male,greater than 50K,less than or equal to 50K
42702,46, White, Female,less than or equal to 50K,less than or equal to 50K
17456,33, White, Male,less than or equal to 50K,less than or equal to 50K
4137,45, White, Male,greater than 50K,greater than 50K
17831,60, Black, Male,less than or equal to 50K,less than or equal to 50K
19567,47, White, Male,greater than 50K,less than or equal to 50K
5621,36, White, Male,less than or equal to 50K,greater than 50K
22676,49, Black, Female,less than or equal to 50K,less than or equal to 50K
19956,27, White, Female,less than or equal to 50K,less than or equal to 50K
775,23, White, Male,less than or equal to 50K,less than or equal to 50K
26530,38, White, Female,less than or equal to 50K,less than or equal to 50K
1458,76, Black, Female,less than or equal to 50K,less than or equal to 50K
35583,61, White, Female,less than or equal to 50K,less than or equal to 50K
43176,19, White, Male,less than or equal to 50K,less than or equal to 50K
36617,57, White, Male,greater than 50K,less than or equal to 50K
274,30, White, Female,less than or equal to 50K,less than or equal to 50K
14243,41, White, Male,less than or equal to 50K,less than or equal to 50K
28010,28, White, Male,less than or equal to 50K,less than or equal to 50K
9798,49, White, Male,greater than 50K,less than or equal to 50K
11969,51, White, Male,greater than 50K,greater than 50K
38450,36, White, Female,less than or equal to 50K,less than or equal to 50K
2066,46, White, Male,greater than 50K,less than or equal to 50K
31079,26, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
5041,23, White, Male,less than or equal to 50K,less than or equal to 50K
24837,20, White, Male,less than or equal to 50K,less than or equal to 50K
32513,46, White, Female,greater than 50K,less than or equal to 50K
41707,45, White, Female,less than or equal to 50K,less than or equal to 50K
21767,17, White, Male,less than or equal to 50K,less than or equal to 50K
29307,39, Black, Male,less than or equal to 50K,less than or equal to 50K
20084,21, Black, Male,less than or equal to 50K,less than or equal to 50K
4411,43, White, Male,greater than 50K,greater than 50K
9057,27, White, Male,less than or equal to 50K,less than or equal to 50K
40321,49, White, Male,greater than 50K,less than or equal to 50K
33017,19, White, Male,less than or equal to 50K,less than or equal to 50K
38169,42, Black, Male,greater than 50K,less than or equal to 50K
14572,26, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
645,50, White, Male,greater than 50K,less than or equal to 50K
24043,90, White, Male,less than or equal to 50K,greater than 50K
40677,19, White, Male,less than or equal to 50K,less than or equal to 50K
24382,27, White, Male,less than or equal to 50K,less than or equal to 50K
656,70, White, Female,less than or equal to 50K,less than or equal to 50K
44420,30, White, Male,less than or equal to 50K,less than or equal to 50K
41671,59, White, Male,less than or equal to 50K,less than or equal to 50K
4940,38, White, Male,greater than 50K,less than or equal to 50K
15516,62, White, Female,less than or equal to 50K,less than or equal to 50K
39504,27, White, Male,less than or equal to 50K,less than or equal to 50K
7525,46, White, Female,less than or equal to 50K,less than or equal to 50K
32604,29, White, Male,less than or equal to 50K,less than or equal to 50K
15094,36, White, Male,less than or equal to 50K,less than or equal to 50K
16205,36, White, Male,greater than 50K,less than or equal to 50K
17943,36, White, Female,less than or equal to 50K,less than or equal to 50K
12272,41, White, Female,less than or equal to 50K,less than or equal to 50K
25499,27, White, Male,less than or equal to 50K,less than or equal to 50K
3952,30, White, Male,greater than 50K,less than or equal to 50K
20114,52, White, Female,less than or equal to 50K,less than or equal to 50K
17574,76, White, Female,less than or equal to 50K,less than or equal to 50K
35197,25, White, Male,less than or equal to 50K,less than or equal to 50K
39119,22, White, Male,less than or equal to 50K,less than or equal to 50K
27886,51, White, Male,greater than 50K,less than or equal to 50K
9190,44, White, Male,greater than 50K,less than or equal to 50K
37511,35, White, Female,greater than 50K,less than or equal to 50K
2443,23, White, Male,less than or equal to 50K,less than or equal to 50K
8412,31, White, Male,less than or equal to 50K,greater than 50K
45209,20, White, Male,less than or equal to 50K,less than or equal to 50K
32327,28, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
27392,43, White, Female,less than or equal to 50K,less than or equal to 50K
48440,18, White, Male,less than or equal to 50K,less than or equal to 50K
18113,44, White, Female,less than or equal to 50K,less than or equal to 50K
17971,34, White, Male,less than or equal to 50K,less than or equal to 50K
28211,20, White, Female,less than or equal to 50K,less than or equal to 50K
2288,34, Black, Female,less than or equal to 50K,less than or equal to 50K
40333,21, White, Female,less than or equal to 50K,less than or equal to 50K
18610,52, Black, Female,less than or equal to 50K,less than or equal to 50K
2769,22, White, Male,less than or equal to 50K,less than or equal to 50K
15354,20, White, Female,less than or equal to 50K,less than or equal to 50K
18646,48, Other, Female,less than or equal to 50K,less than or equal to 50K
34232,47, White, Male,greater than 50K,greater than 50K
17734,51, White, Female,less than or equal to 50K,less than or equal to 50K
10013,70, White, Female,less than or equal to 50K,less than or equal to 50K
10012,24, Amer-Indian-Eskimo, Female,less than or equal to 50K,less than or equal to 50K
4824,47, Black, Male,less than or equal to 50K,less than or equal to 50K
14092,23, White, Male,less than or equal to 50K,less than or equal to 50K
29477,44, White, Male,less than or equal to 50K,less than or equal to 50K
22295,56, White, Female,less than or equal to 50K,less than or equal to 50K
18777,54, White, Female,greater than 50K,less than or equal to 50K
43999,28, White, Female,less than or equal to 50K,less than or equal to 50K
39673,34, White, Female,less than or equal to 50K,less than or equal to 50K
15305,54, White, Female,less than or equal to 50K,less than or equal to 50K
24070,33, Asian-Pac-Islander, Female,less than or equal to 50K,less than or equal to 50K
36236,24, White, Female,less than or equal to 50K,less than or equal to 50K
28934,38, White, Male,less than or equal to 50K,less than or equal to 50K
38910,29, White, Male,greater than 50K,greater than 50K
2914,24, White, Female,less than or equal to 50K,less than or equal to 50K
20310,41, White, Male,less than or equal to 50K,greater than 50K
21297,39, White, Female,less than or equal to 50K,less than or equal to 50K
2464,69, White, Male,less than or equal to 50K,less than or equal to 50K
24619,37, White, Male,less than or equal to 50K,less than or equal to 50K
41269,29, White, Male,less than or equal to 50K,less than or equal to 50K
18612,30, White, Female,greater than 50K,less than or equal to 50K
22592,48, White, Female,greater than 50K,greater than 50K
8571,42, White, Female,less than or equal to 50K,less than or equal to 50K
3497,35, White, Male,greater than 50K,less than or equal to 50K
24964,44, White, Female,less than or equal to 50K,less than or equal to 50K
24551,43, White, Male,less than or equal to 50K,less than or equal to 50K
46184,26, Black, Male,less than or equal to 50K,less than or equal to 50K
47858,31, White, Male,greater than 50K,greater than 50K
14014,20, White, Male,less than or equal to 50K,less than or equal to 50K
29222,63, Black, Female,less than or equal to 50K,less than or equal to 50K
5630,46, White, Female,less than or equal to 50K,less than or equal to 50K
